position_x,position_y
2.8814690113067627,3.434569835662842
2.9903957843780518,3.5643560886383057
4.179533004760742,5.013827323913574
6.516566753387451,7.885702133178711
9.539445877075195,12.268267631530762
12.741480827331543,18.981800079345703
15.14547348022461,28.02092742919922
15.672847747802734,38.94426345825195
15.810518264770508,51.16167449951172
15.692339897155762,65.02903747558594
15.530406951904297,80.22233581542969
15.36344051361084,95.74498748779297
15.286725997924805,109.67724609375
15.356769561767578,122.0217056274414
15.424118041992188,133.1366424560547
15.493919372558594,144.68218994140625
15.570147514343262,157.697265625
15.64537239074707,170.75689697265625
15.707939147949219,181.00267028808594
17.007211685180664,190.79261779785156
21.089567184448242,197.6010284423828
27.422983169555664,203.9156951904297
36.72209167480469,207.7473602294922
48.496761322021484,209.27362060546875
61.78193664550781,209.6707000732422
75.48989868164062,209.20065307617188
87.47462463378906,207.976806640625
97.08673858642578,206.63612365722656
105.05303192138672,205.3733367919922
113.95073699951172,203.38946533203125
124.21112823486328,200.68589782714844
134.86676025390625,197.6495819091797
144.12158203125,194.23194885253906
152.34548950195312,190.56944274902344
161.29086303710938,186.12806701660156
171.70297241210938,180.63623046875
182.67176818847656,173.6210479736328
193.00677490234375,165.57376098632812
201.18243408203125,157.66094970703125
206.69290161132812,150.68788146972656
211.89236450195312,143.99777221679688
217.66122436523438,135.62454223632812
223.4949188232422,125.89540100097656
229.37493896484375,114.17853546142578
235.09466552734375,100.73804473876953
240.5047607421875,86.3182601928711
244.05389404296875,73.18243408203125
246.2578582763672,62.14441680908203
248.01913452148438,51.3237190246582
249.62599182128906,39.25489807128906
251.17616271972656,25.69843292236328
252.41639709472656,10.840184211730957
253.22149658203125,-4.839509010314941
253.22317504882812,-18.810022354125977
252.70176696777344,-31.849071502685547
250.87814331054688,-45.1640625
246.13792419433594,-58.957923889160156
237.70452880859375,-72.3880615234375
228.12991333007812,-85.04283905029297
219.3967742919922,-97.66082763671875
214.29656982421875,-110.43267059326172
211.3063201904297,-122.0888671875
210.21438598632812,-131.6023406982422
209.8314666748047,-138.11849975585938
209.72178649902344,-145.15768432617188
209.76727294921875,-153.8925018310547
209.5110321044922,-163.76629638671875
206.92446899414062,-171.29278564453125
202.79644775390625,-174.93446350097656
197.66427612304688,-177.55482482910156
191.18898010253906,-181.35267639160156
185.7906036376953,-188.7412109375
184.18142700195312,-199.27102661132812
184.22116088867188,-211.38485717773438
184.1010284423828,-225.06253051757812
183.97418212890625,-239.860595703125
183.8350372314453,-256.46435546875
183.69358825683594,-273.7556457519531
183.54449462890625,-292.4424133300781
183.39462280273438,-311.6873779296875
183.2416534423828,-331.8359680175781
183.08169555664062,-353.46221923828125
182.9337615966797,-373.1648254394531
182.7802276611328,-393.5929870605469
182.62611389160156,-414.6355895996094
182.4712677001953,-436.413818359375
182.31207275390625,-459.46478271484375
182.15118408203125,-483.51226806640625
181.9943389892578,-507.7366027832031
181.8363800048828,-532.6353149414062
181.678955078125,-557.3720703125
181.52645874023438,-581.7906494140625
181.41867065429688,-607.4281616210938
181.7837677001953,-634.0401611328125
181.80514526367188,-660.8770141601562
181.95999145507812,-686.36083984375
182.1262664794922,-709.2067260742188
181.92250061035156,-731.6051635742188
181.524169921875,-752.078369140625
181.4013214111328,-768.4078979492188
181.30783081054688,-780.5760498046875
180.74566650390625,-791.6954345703125
177.2673797607422,-799.1192016601562
172.43753051757812,-802.484619140625
166.95779418945312,-803.9632568359375
159.8224334716797,-804.257568359375
150.54150390625,-804.1752319335938
139.82086181640625,-804.177734375
127.30018615722656,-804.1817016601562
113.37154388427734,-804.189453125
98.03343200683594,-804.2006225585938
81.97991180419922,-804.2156372070312
67.85070037841797,-804.2260131835938
57.96366882324219,-804.2282104492188
50.15851974487305,-804.0993041992188
41.27722930908203,-802.8678588867188
32.65153503417969,-797.8856811523438
25.931480407714844,-788.3604736328125
21.904525756835938,-776.2679443359375
20.953277587890625,-762.1808471679688
21.03900146484375,-746.2166137695312
21.12554359436035,-729.452392578125
21.166549682617188,-712.0599975585938
20.551443099975586,-693.3978271484375
20.396099090576172,-675.7822265625
20.302873611450195,-658.9598999023438
20.201656341552734,-641.0289916992188
20.093868255615234,-622.5401000976562
19.983375549316406,-603.795654296875
19.884090423583984,-586.5570068359375
19.78472900390625,-569.1571655273438
19.69637680053711,-553.355224609375
19.632755279541016,-540.951416015625
19.571779251098633,-528.814697265625
19.95330810546875,-516.399658203125
23.617233276367188,-507.1235046386719
29.94268226623535,-501.50225830078125
38.87405776977539,-497.1727294921875
49.90355682373047,-495.658935546875
62.44654083251953,-496.27471923828125
76.73986053466797,-496.7104187011719
92.1932144165039,-497.134521484375
109.05582427978516,-497.29217529296875
126.58907318115234,-497.4118347167969
141.04782104492188,-497.5004577636719
152.9801483154297,-496.6734924316406
162.81312561035156,-493.1494140625
169.67578125,-487.5404052734375
175.5159149169922,-479.5877990722656
179.08460998535156,-468.9082946777344
178.80772399902344,-456.0791015625
178.5833740234375,-441.9522705078125
178.60247802734375,-428.63323974609375
178.61343383789062,-417.2561340332031
178.05450439453125,-408.2437438964844
175.1019744873047,-402.40240478515625
170.3072967529297,-397.60662841796875
162.5060577392578,-394.2146301269531
152.54791259765625,-394.68084716796875
141.2386932373047,-398.1231689453125
128.82701110839844,-402.2486572265625
115.06932067871094,-406.8230285644531
99.77558135986328,-411.54022216796875
83.00176239013672,-413.8751525878906
65.005126953125,-414.2608642578125
47.4825439453125,-413.9021911621094
31.13681411743164,-413.3518981933594
14.893699645996094,-412.8033752441406
